và	755039	1.92115735
của	751073	1.923444584
có	711799	1.946769361
là	588220	2.029586948
một	553314	2.056155075
các	548176	2.060206717
không	520584	2.082635918
được	493376	2.105948715
trong	478738	2.119028833
cho	456824	2.139377822
đã	412106	2.184117797
người	409123	2.187272839
với	391430	2.206472627
những	357531	2.245813031
công	335368	2.273605113
ở	311629	2.305488868
ra	290315	2.336257259
tôi	274641	2.360361363
để	268129	2.370782946
này	263864	2.377746593
đến	262885	2.379360928
như	261032	2.382432983
làm	259046	2.385749844
khi	252701	2.396519774
vào	248027	2.404627774
lại	245766	2.408604933
về	244628	2.41062057
phải	232413	2.432866318
nhà	229436	2.438465172
cũng	222513	2.451771345
từ	219939	2.456824488
số	219131	2.458422914
thể	218994	2.458694518
đầu	213005	2.470736936
năm	212926	2.470898039
đó	207352	2.482418506
trên	201642	2.494545738
bị	199367	2.499473461
sẽ	198311	2.50177993
ông	192950	2.513681951
sự	191960	2.515915993
việc	191563	2.516815105
anh	188887	2.522924665
theo	187033	2.527208494
chỉ	185621	2.530499626
nước	184015	2.534273508
học	182355	2.538209059
thành	180524	2.542591786
động	176183	2.553162734
thì	175801	2.554105393
đi	174444	2.557470698
còn	174438	2.557485636
mà	172047	2.56347963
tại	170955	2.566244927
hiện	169597	2.569708569
nhiều	166777	2.576990577
ngày	166375	2.578038666
con	165676	2.579867134
định	164462	2.583061167
thế	162259	2.588917939
sau	157667	2.60138593
điều	157573	2.601644931
chính	153513	2.612981575
đồng	151772	2.617935077
hai	150217	2.62240765
bộ	149875	2.623397538
nhưng	145785	2.635413893
nói	145587	2.636004137
quan	144657	2.63878728
lên	142169	2.646321826
văn	141809	2.64742294
nhân	139413	2.654823462
trường	136035	2.665476073
mới	135573	2.666953528
hội	134639	2.669955857
hơn	132587	2.67662579
biết	132389	2.677274833
qua	130124	2.684769329
trình	129601	2.686518382
trước	126382	2.697441511
cả	124156	2.705159022
mình	123638	2.706974763
hàng	123373	2.707906609
ta	123241	2.708371521
nhất	122345	2.711540509
cơ	120915	2.716646554
trẻ	120731	2.717307936
thời	120360	2.718644555
gia	119435	2.72199512
tin	117679	2.728427765
thông	115993	2.734694953
hình	113969	2.742339997
quốc	113588	2.743794282
dụng	112934	2.746302024
phát	111306	2.752608159
cao	111175	2.753119596
nam	110960	2.753960286
thấy	108907	2.762070939
hợp	108630	2.763176955
giá	107353	2.768312549
lý	107140	2.769175092
giải	106933	2.770014983
đây	106291	2.772630241
viên	105929	2.774111862
thực	105235	2.776966529
bằng	105177	2.777205955
nào	104956	2.778119463
vì	104479	2.780097727
độ	104360	2.780592664
pháp	102622	2.78788626
đường	102222	2.789582361
trung	102090	2.790143531
mặt	101931	2.790820449
nay	101379	2.793178731
bạn	101285	2.793581602
điện	100747	2.795894612
rất	100628	2.796407893
tuổi	100168	2.798397732
cách	100006	2.799100677
sinh	99421	2.801648607
sống	98764	2.804528064
vụ	98621	2.805157332
do	98116	2.8073869
đang	97680	2.809321083
nhận	96591	2.814190072
