và	1.773902486	1
của	1.779275569	2
là	1.874269634	3
có	1.880947795	4
trong	1.943708716	5
một	1.949589873	6
các	1.952017382	7
được	1.980479332	8
không	1.982776026	9
đã	2.006914348	10
người	2.035149969	11
cho	2.049710753	12
những	2.070254239	13
với	2.073229187	14
ở	2.155048865	15
khi	2.176179529	16
này	2.191718191	17
để	2.202318286	18
tôi	2.232863132	19
cũng	2.241623277	20
đến	2.249798225	21
sẽ	2.251692667	22
về	2.277965193	23
đó	2.284614741	24
vào	2.285711205	25
phải	2.307150263	26
như	2.317391992	27
nhưng	2.337184299	28
nhiều	2.344739078	29
lại	2.36221072	30
làm	2.362617858	31
ông	2.364040525	32
từ	2.372378661	33
năm	2.378621416	34
trên	2.37875741	35
sau	2.387899851	36
anh	2.393039759	37
tại	2.422672595	38
bị	2.426984898	39
ra	2.427367097	40
thì	2.43636931	41
còn	2.44585801	42
đi	2.465364271	43
theo	2.483882602	44
chỉ	2.486805162	45
hơn	2.495019576	46
rất	2.50501173	47
ngày	2.507887455	48
nhà	2.51256461	49
mà	2.517611414	50
trước	2.520694393	51
mình	2.526626993	52
hai	2.527056084	53
việc	2.561533375	54
vì	2.561953554	55
đang	2.573403045	56
con	2.577804707	57
nước	2.577961698	58
lên	2.589034929	59
họ	2.589948648	60
mới	2.596805819	61
sự	2.600391773	62
có_thể	2.601888559	63
nói	2.602282015	64
vẫn	2.640975645	65
nên	2.651841402	66
đây	2.657329082	67
tới	2.663403525	68
nhất	2.663913585	69
bạn	2.673010365	70
khác	2.692848195	71
do	2.698852344	72
cả	2.70257876	73
rằng	2.703835808	74
cô	2.708476368	75
nếu	2.708782793	76
lần	2.728487554	77
đội	2.735585545	78
chưa	2.751793683	79
nào	2.752801509	80
thấy	2.753297592	81
gì	2.755340102	82
tháng	2.772117339	83
bằng	2.779796373	84
biết	2.779842656	85
cùng	2.792189534	86
qua	2.79827012	87
vậy	2.799711595	88
hay	2.805938495	89
rồi	2.808155973	90
em	2.811289539	91
đồng	2.819558428	92
nó	2.823686104	93
đường	2.834353395	94
số	2.845644624	95
đầu	2.846507197	96
thứ	2.84764193	97
thế	2.852374809	98
cao	2.852987864	99
lúc	2.856408346	100
cuộc	2.860134315	101
cái	2.862893877	102
lớn	2.863521973	103
mỹ	2.863959934	104
điều	2.865355368	105
chị	2.865738771	106
hàng	2.866156389	107
đều	2.868931877	108
nay	2.876868397	109
bộ	2.87868939	110
giá	2.87886377	111
ấy	2.880308004	112
đưa	2.880658138	113
cần	2.8811488	114
nhau	2.887507199	115
tiền	2.890900933	116
cách	2.893322478	117
bóng	2.91018707	118
bên	2.910824902	119
gần	2.916963219	120
hoặc	2.921582874	121
bà	2.921839541	122
muốn	2.921955091	123
công_ty	2.928293003	124
mỗi	2.930199468	125
chúng_tôi	2.933101297	126
trận	2.934235776	127
tuổi	2.935240813	128
chính	2.939939675	129
loại	2.940475346	130
tăng	2.943365947	131
vụ	2.947935869	132
quá	2.948263165	133
thời_gian	2.949479045	134
ăn	2.953989665	135
trẻ	2.95747331	136
thêm	2.964199943	137
vừa	2.974598072	138
triệu	2.974888075	139
chiếc	2.975149244	140
dùng	2.978149412	141
khoảng	2.981523787	142
ngay	2.985399857	143
gây	2.990557188	144
tuy_nhiên	2.990888148	145
điểm	2.9957765	146
từng	2.998555359	147
mẹ	2.999214507	148
giữa	2.999613548	149
mọi	3.001598845	150
tay	3.008549198	151
nhận	3.011064302	152
tổ_chức	3.01305525	153
tìm	3.017064738	154
nữa	3.017992821	155
lấy	3.023846826	156
ta	3.0287287	157
ngoài	3.029205126	158
xe	3.029994842	159
giải	3.033118384	160
nơi	3.035030005	161
bệnh	3.041255052	162
tốt	3.043151981	163
gặp	3.045842174	164
ai	3.046337759	165
tp	3.061067501	166
phút	3.061740195	167
trường	3.062041474	168
thường	3.063408717	169
xuống	3.064352313	170
học	3.071613189	171
cầu_thủ	3.072356891	172
vòng	3.074176156	173
bán	3.075052118	174
sống	3.085966008	175
giúp	3.087467201	176
chuyện	3.088521131	177
thành	3.088634204	178
gia_đình	3.090220325	179
mang	3.091451668	180
đối_với	3.098894657	181
không_thể	3.099841317	182
mùa	3.10343416	183
sử_dụng	3.105917917	184
giảm	3.107371722	185
tiếng	3.107982198	186
nhỏ	3.110274203	187
usd	3.112080747	188
phim	3.112598286	189
chơi	3.114714657	190
thực_hiện	3.115395683	191
đầu_tiên	3.116399137	192
giờ	3.116519707	193
dân	3.116600106	194
thế_giới	3.116600106	194
thuốc	3.117545909	195
đầu_tư	3.119544897	196
doanh_nghiệp	3.12011194	197
mua	3.12039574	198
ba	3.120679725	199
đất	3.122224608	200
mặt	3.123060319	201
khiến	3.125433519	202
luôn	3.128811015	203
tỉnh	3.131153572	204
lời	3.131756803	205
thật	3.132840559	206
bởi	3.133676063	207
mức	3.135540845	208
thành_phố	3.145051168	209
quyết_định	3.14528732	210
dài	3.146620766	211
nhìn	3.14694399	212
tên	3.149711997	213
nghe	3.151189708	214
phía	3.152716151	215
tạo	3.155059847	216
vấn_đề	3.158079236	217
chúng	3.159652327	218
hết	3.160474371	219
tiếp_tục	3.161297974	220
nghĩ	3.161944594	221
khách	3.162078498	222
cơ_quan	3.162793349	223
sáng	3.164697907	224
dưới	3.166723643	225
đúng	3.166971882	226
đủ	3.167062186	227
mất	3.169235134	228
sang	3.170280204	229
hoạt_động	3.171852539	230
phòng	3.171921031	231
sân	3.172652282	232
tất_cả	3.172766651	233
khả_năng	3.180382404	234
kể	3.181594737	235
phát_triển	3.185016795	236
xem	3.186643501	237
vàng	3.187849776	238
cây	3.18936829	239
nhóm	3.190606004	240
chết	3.197089924	241
tin	3.197695212	242
đứng	3.200003033	243
phần	3.200856384	244
hiện	3.204360458	245
chương_trình	3.204581942	246
xây_dựng	3.211354558	247
chẳng	3.216131217	248
tính	3.217194238	249
ban	3.21876823	250
kết_quả	3.219455466	251
khu_vực	3.220194821	252
thị_trường	3.220858763	253
hỏi	3.221267847	254
đặc_biệt	3.221446943	255
chạy	3.222805356	256
thi	3.224863871	257
mắt	3.233617794	258
so	3.233986398	259
màu	3.235543247	260
tuần	3.235648998	261
đêm	3.235781224	262
bỏ	3.237397624	263
châu	3.2394733	264
cứ	3.239580013	265
tham_gia	3.244166682	266
thuộc	3.245192554	267
ít	3.246356338	268
chàng	3.247278753	269
khá	3.24806707	270
dù	3.248393689	271
khỏi	3.248529853	272
riêng	3.248747804	273
vợ	3.249675318	274
bài	3.252744743	275
cuối	3.25290979	276
phụ_nữ	3.254563722	277
gọi	3.256445825	278
nghiên_cứu	3.256723294	279
da	3.26256334	280
hiện_nay	3.263464483	281
điều_tra	3.26592396	282
đâu	3.267144727	283
cấp	3.267514472	284
hãy	3.267713697	285
khu	3.271487708	286
khó	3.271803694	287
bé	3.273444771	288
hôm	3.274802619	289
chồng	3.275932576	290
sao	3.276861921	291
giữ	3.279194023	292
thắng	3.2806873	293
bắt_đầu	3.282303473	294
quốc_gia	3.284813085	295
đạt	3.285227827	296
nằm	3.286207004	297
quản_lý	3.288172006	298
chân	3.288410793	299
thi_đấu	3.289038236	300
vùng	3.29005602	301
chúng_ta	3.291136281	302
xin	3.291286529	303
đặt	3.297705388	304
trường_hợp	3.298560299	305
sản_xuất	3.299386274	306
yêu	3.300520723	307
giành	3.302983764	308
chiều	3.304437341	309
bàn	3.30595797	310
chính_phủ	3.30602015	311
yêu_cầu	3.306704716	312
ngành	3.307671166	313
vốn	3.307733591	314
trung_tâm	3.308202069	315
bắt	3.308608492	316
đẹp	3.309109228	317
quan_trọng	3.310395006	318
cậu	3.310709188	319
hát	3.310929251	320
tự	3.312756934	321
lớp	3.313199253	322
thế_nào	3.313610382	323
dự_án	3.314116922	324
công_an	3.314465511	325
uống	3.319247134	326
kinh_tế	3.321045856	327
đôi	3.321819024	328
quận	3.322109317	329
rõ	3.325120429	330
phát_hiện	3.325347918	331
bảng	3.326291648	332
ngồi	3.328316182	333
nhằm	3.328447122	334
thông_tin	3.329266391	335
quả	3.332162576	336
chịu	3.332856575	337
nam	3.333220542	338
buổi	3.33438065	339
làm_việc	3.338750484	340
bước	3.339085872	341
mạnh	3.339320798	342
cơ_hội	3.33942152	343
càng	3.33985825	344
khẳng_định	3.339925478	345
nước_ngoài	3.340867768	346
hoa	3.342217453	347
thiếu	3.342487894	348
đá	3.349063851	349
người_ta	3.34957913	350
đánh	3.351439214	351
trở_thành	3.351819099	352
chống	3.35233766	353
thích	3.353966504	354
chiến_thắng	3.355740912	355
vài	3.357487594	356
kinh_doanh	3.361108054	357
chứ	3.361143353	358
mấy	3.362876501	359
khó_khăn	3.363976565	360
kéo	3.367150386	361
dẫn	3.369879097	362
dành	3.369915116	363
tình_trạng	3.371322177	364
chọn	3.372842589	365
hiểu	3.373495828	366
gái	3.374113678	367
tấn_công	3.376630489	368
nàng	3.37827978	369
thay_đổi	3.38063628	370
sớm	3.381967451	371
viết	3.382004487	372
chỗ	3.386209951	373
tỷ	3.386434392	374
mở	3.387220852	375
cháu	3.388008739	376
cuối_cùng	3.388910936	377
chủ	3.389626506	378
câu	3.391439531	379
biển	3.392842255	380
bóng_đá	3.393222149	381
nhờ	3.39417334	382
dễ	3.394249525	383
quốc_tế	3.395737817	384
lắm	3.397960649	385
cuộc_sống	3.397999074	386
lòng	3.399268998	387
quy_định	3.399615986	388
liên_quan	3.402557218	389
chuyển	3.402984578	390
đứa	3.404113273	391
đau	3.404386157	392
chú	3.407477791	393
án	3.40759563	394
diễn_ra	3.40861824	395
sinh	3.409091027	396
đáng	3.414924832	397
công_việc	3.416405633	398
đại_học	3.416846847	399
áo	3.41761	400
bao_giờ	3.418132932	401
giám_đốc	3.418616197	402
trở_lại	3.420069229	403
vị_trí	3.422136047	404
độ	3.422176671	405
khán_giả	3.422176671	405
chất	3.423315698	406
nhanh	3.42494808	407
thương_mại	3.42502986	408
thành_công	3.425438993	409
bảo	3.425766577	410
xa	3.427120479	411
ảnh_hưởng	3.427202669	412
nguồn	3.427613855	413
gửi	3.427943084	414
giống	3.427984255	415
cảnh_sát	3.430089179	416
quyền	3.431083273	417
hạng	3.431332152	418
vô_địch	3.432703544	419
lãnh_đạo	3.432745169	420
ngân_hàng	3.433286658	421
huyện	3.433620217	422
nhạc	3.435501278	423
bác_sĩ	3.43558507	424
hoàn_toàn	3.436549843	425
tiền_đạo	3.436675841	426
thu	3.437895711	427
hôm_qua	3.438485843	428
đóng	3.439753117	429
báo	3.440981673	430
chung	3.443193343	431
sản_phẩm	3.443406599	432
nhà_nước	3.444902325	433
máu	3.447306255	434
bác	3.449247673	435
đầy	3.451719327	436
bay	3.452023835	437
thuế	3.452677074	438
kế_hoạch	3.452938644	439
vị	3.453113112	440
pha	3.459131349	441
đoàn	3.459706779	442
vai	3.460637933	443
quan_hệ	3.461126478	444
khoa_học	3.461215363	445
dầu	3.46210522	446
xuất_hiện	3.463309426	447
đàn_ông	3.463532794	448
chuẩn_bị	3.464024609	449
ca_sĩ	3.465234156	450
nhớ	3.467302658	451
trách_nhiệm	3.468295434	452
gà	3.468702225	453
sông	3.470514809	454
điều_trị	3.47078735	455
đề_nghị	3.472928195	456
kiểm_tra	3.473202255	457
sở	3.474666839	458
trả	3.478581296	459
tuyên_bố	3.479553856	460
đức	3.480110585	461
lượng	3.480203442	462
miền	3.480854001	463
tàu	3.483045175	464
đem	3.483887285	465
thấp	3.48529444	466
trời	3.485435406	467
bây_giờ	3.485717477	468
nguyên_nhân	3.486376355	469
tránh	3.486423456	470
trả_lời	3.486753305	471
bệnh_nhân	3.486941904	472
